,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_randomforestregressor__n_estimators,param_randomforestregressor__max_samples,param_randomforestregressor__max_depth,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.33191304206848143,0.03073091758363792,0.12287354469299316,0.00849752340442743,100,200,300,"{'randomforestregressor__n_estimators': 100, 'randomforestregressor__max_samples': 200, 'randomforestregressor__max_depth': 300}",0.6041386482613202,0.5560598679451974,0.6361065316223583,0.6082507451829854,0.6789302573286559,0.6166972100681034,0.04038717974301078,25
1,2.1614174365997316,0.4959128373313621,0.6137653350830078,0.15741527402843458,450,400,350,"{'randomforestregressor__n_estimators': 450, 'randomforestregressor__max_samples': 400, 'randomforestregressor__max_depth': 350}",0.7227050071505805,0.6598205658500698,0.7152696890170434,0.682232726026663,0.7721477491905471,0.7104351474469807,0.03831339167314288,19
2,0.028523588180541994,0.0070692826094198415,0.0,0.0,400,0,550,"{'randomforestregressor__n_estimators': 400, 'randomforestregressor__max_samples': 0, 'randomforestregressor__max_depth': 550}",,,,,,,,29
3,2.4899544715881348,0.6070411558414813,0.48751258850097656,0.268496446390301,300,950,1000,"{'randomforestregressor__n_estimators': 300, 'randomforestregressor__max_samples': 950, 'randomforestregressor__max_depth': 1000}",0.8175520850510216,0.7517456560229288,0.7960068278659835,0.7810020151942904,0.8537152337237958,0.800004363571604,0.034347496244890655,3
4,6.773919248580933,0.4196327498297599,0.9963343143463135,0.5248896047323018,800,900,850,"{'randomforestregressor__n_estimators': 800, 'randomforestregressor__max_samples': 900, 'randomforestregressor__max_depth': 850}",0.8119805665686127,0.7487351073039568,0.7909078126001504,0.7740592055225791,0.8472087724337867,0.7945782928858172,0.03349301283199441,5
5,1.835902738571167,0.36108737156179244,1.2388848781585693,0.20205597886230833,250,950,450,"{'randomforestregressor__n_estimators': 250, 'randomforestregressor__max_samples': 950, 'randomforestregressor__max_depth': 450}",0.8179593420900666,0.7537220705507424,0.7956674270686811,0.7843887703399964,0.8546976914214063,0.8012870602941786,0.03379414513772528,1
6,6.25816068649292,0.15749691360402643,0.41269741058349607,0.23416976450567423,750,300,650,"{'randomforestregressor__n_estimators': 750, 'randomforestregressor__max_samples': 300, 'randomforestregressor__max_depth': 650}",0.6849865817275806,0.6268228214236341,0.67739562637951,0.6329860828105343,0.73722260604471,0.6718827436771938,0.04003685022980452,20
7,1.7108235836029053,0.6550698387385409,0.2758610248565674,0.12614322943083567,150,300,750,"{'randomforestregressor__n_estimators': 150, 'randomforestregressor__max_samples': 300, 'randomforestregressor__max_depth': 750}",0.6777603269719776,0.6118307574557657,0.6719127761030078,0.6376488724227728,0.7418680995567226,0.6682041665020493,0.04391591115974578,21
8,1.44932861328125,0.27340665630269895,0.4427166938781738,0.13227924642268724,150,900,350,"{'randomforestregressor__n_estimators': 150, 'randomforestregressor__max_samples': 900, 'randomforestregressor__max_depth': 350}",0.8154037426150289,0.7435815653410148,0.7960842118928712,0.7880385497483084,0.8457163987328136,0.7977648936660074,0.03359683126730909,4
9,3.727931785583496,0.19326143730372478,0.8992955684661865,0.42075640579175627,600,600,50,"{'randomforestregressor__n_estimators': 600, 'randomforestregressor__max_samples': 600, 'randomforestregressor__max_depth': 50}",0.7721017265180415,0.7095856536954783,0.7560712105594392,0.7205979253421306,0.8120139252980929,0.7540740882826364,0.03683987852408838,14
